PriceRatio,DepositRatio,ReputationScore,NationalityMismatch,ThumbsRatio,AverageReviewRating,DescriptionScamScore,IsScam
1.0085113818722193,1.4409315348190503,85.36103494403845,0,0.1111111111111111,3.8323604919771657,0.0,0
1.161468850508792,1.1591382095420983,89.53258247886383,0,0.9444444444444444,3.9391292977746213,0.0,0
1.0086443952352586,1.2664697550239588,80.60603751344544,0,0.9,4.085149324018748,0.0,0
1.1187041654963503,2.282470066019446,99.30634146459158,0,0.6551724137931034,3.902506911958138,0.0,0
0.9616852189984573,0.8741822255167577,75.57856716035053,1,0.391304347826087,4.03202914911892,0.0,0
1.006938631426815,1.7692266533206382,61.0244467674453,0,0.55,3.977271017715869,0.0,0
1.0518087116957666,1.1948334430823717,95.33212408284466,0,0.7058823529411765,4.582587645580338,0.9999999999999999,0
1.036137994079624,1.697360428518068,66.71676719259203,0,0.8461538461538461,4.081282502735184,0.0,0
0.9937190351113131,1.387391560974791,63.760958639061116,0,0.8484848484848485,5.0,0.0,0
1.01294824536399,1.2750614036739254,67.42467794699044,0,0.8709677419354839,3.4783271968479754,0.0,0
1.097538399411773,2.3209891924110857,72.67649995928087,0,0.7560975609756098,3.414506368610289,0.0,0
0.9714089408221274,2.3805378147126914,81.90081694513384,0,0.47368421052631576,4.5856712876067345,0.0,0
1.083190071776374,1.4473629557484227,60.48662023235656,1,0.8148148148148148,4.522708376266359,0.0,0
1.157490897040485,1.1209748934042734,81.75125566061786,0,0.5454545454545454,5.0,0.3,0
1.0282953680698914,2.0677284998310554,61.72432097501228,1,0.7,5.0,0.0,0
1.06576092125492,1.095249481972933,94.11402024802827,0,0.8214285714285714,4.193520390039563,0.0,0
0.8955356553154596,2.246253960879873,96.8142468806039,0,0.6923076923076923,4.597773373818842,0.0,0
1.157201571228825,1.6845871977022666,67.48757585219641,1,0.5,4.203921118292145,0.0,0
1.0298172705126847,1.067116297555646,100.0,0,0.5555555555555556,5.0,0.0,0
0.9837758505977342,1.2657018929051904,97.77479909174944,1,0.5,4.694540971697403,0.0,0
